content_id,creator_id,niche,platform,content_format,topic,publish_date,views,likes,comments,saves,shares,watch_time_pct,affiliate_clicks,affiliate_revenue_usd,product_sales,product_revenue_usd,total_revenue_usd,production_hours,revenue_per_hour_usd,is_high_converting,has_affiliate_link,has_product_link
CON00061,CRE0499,Music & Audio Production,Twitter/X,Instagram Story,Beat Making Tutorial,2026-01-11,5850,521,106,72,34,0.239,45,0.0,0,0.0,0.0,0.4,0.0,False,True,False
CON00062,CRE0129,Travel & Adventure,Instagram,Substack Issue,Budget Europe Trip,2025-10-15,25278,632,707,1213,979,0.407,13,0.0,0,0.0,0.0,2.5,0.0,False,True,False
CON00063,CRE0484,Music & Audio Production,Instagram,YouTube Short,Studio Vlog,2025-11-30,2140,183,55,20,75,0.497,12,0.0,0,0.0,0.0,2.0,0.0,False,True,False
CON00064,CRE0524,Science & Space,Substack,Substack Issue,Documentary Reaction,2025-12-24,166261,10410,4842,4091,6524,0.749,755,0.0,0,0.0,0.0,1.7,0.0,False,True,False
CON00065,CRE0281,Food & Cooking,YouTube,YouTube Video,Street Food Tour,2025-11-27,52866,1909,1164,1504,1752,0.326,293,0.0,0,0.0,0.0,6.7,0.0,False,True,False
CON00066,CRE0221,Science & Space,Substack,LinkedIn Post,Research Breakdown,2026-03-07,37958,1117,803,1396,565,0.234,275,0.0,0,0.0,0.0,0.9,0.0,False,True,False
CON00067,CRE0038,Travel & Adventure,TikTok,Instagram Reel,Solo Travel Guide,2026-01-15,4645,263,24,89,41,0.567,346,1289.44,23,596.52,1885.96,2.1,918.29,True,True,True
CON00068,CRE0194,Science & Space,Instagram,Substack Issue,Research Breakdown,2025-11-03,35918,3207,1019,953,629,0.484,442,818.56,10,830.23,1648.79,2.6,638.28,True,True,True
CON00069,CRE0322,Education & Online Courses,TikTok,LinkedIn Post,Book Summary,2025-12-12,30100,2702,873,636,800,0.692,1133,3265.16,76,12115.51,15380.67,1.0,15592.86,True,True,True
CON00070,CRE0272,Gaming & Esports,YouTube,YouTube Video,Challenge Run,2026-03-04,24104,663,144,197,221,0.398,166,0.0,0,0.0,0.0,4.9,0.0,False,True,False
CON00071,CRE0246,Science & Space,LinkedIn,YouTube Video,Myth Busting,2026-03-10,3869,99,72,135,47,0.367,27,0.0,0,0.0,0.0,4.9,0.0,False,True,False
CON00072,CRE0501,Personal Development,TikTok,YouTube Short,Book That Changed My Life,2025-12-18,92823,1869,1574,1609,1544,0.557,1153,9029.31,90,17417.39,26446.7,1.4,18632.74,True,True,True
CON00073,CRE0049,Food & Cooking,YouTube,Instagram Story,5-Ingredient Dinner,2025-11-01,11280,851,33,394,235,0.414,101,0.0,0,0.0,0.0,0.4,0.0,False,True,False
CON00074,CRE0436,Pet Care,Twitter/X,Substack Issue,Dog Training Tips,2026-01-25,34116,3155,873,258,725,0.711,276,0.0,0,0.0,0.0,2.9,0.0,False,True,False
CON00075,CRE0486,Comedy & Entertainment,LinkedIn,Instagram Story,Sketch Comedy,2025-12-06,9568,338,168,60,198,0.23,43,0.0,0,0.0,0.0,0.4,0.0,False,True,False
CON00076,CRE0201,Gaming & Esports,TikTok,LinkedIn Post,Game Lore Deep Dive,2025-11-07,35993,3829,496,928,872,0.23,1955,4734.01,53,2949.74,7683.75,1.0,7620.54,True,True,True
CON00077,CRE0313,Language Learning,LinkedIn,Instagram Post,Conversation Practice,2025-11-21,220996,14228,3065,3132,3429,0.658,6895,53564.78,431,64082.17,117646.95,0.6,202900.58,True,True,True
CON00078,CRE0573,Finance & Investing,TikTok,Instagram Reel,Passive Income Ideas,2026-01-20,13220,409,30,430,287,0.46,120,0.0,0,0.0,0.0,3.6,0.0,False,True,False
CON00079,CRE0003,Technology & Software,TikTok,Instagram Reel,Notion Setup Tour,2025-09-25,11279,796,161,538,415,0.708,446,1068.82,41,7875.18,8944.0,1.2,7331.8,True,True,True
CON00080,CRE0207,Personal Development,Instagram,Instagram Story,Morning Routine,2025-11-13,19416,1514,330,676,362,0.639,677,2035.88,24,2641.32,4677.2,0.4,12409.59,True,True,True
CON00081,CRE0476,Photography & Videography,YouTube,TikTok,Behind the Scenes,2025-11-03,60457,1460,1262,1444,2370,0.696,29,0.0,0,0.0,0.0,1.0,0.0,False,True,False
CON00082,CRE0020,Technology & Software,YouTube,Instagram Post,Tech Gear Setup,2026-02-01,10124,848,80,401,291,0.328,42,0.0,0,0.0,0.0,1.2,0.0,False,True,False
CON00083,CRE0197,Parenting & Family,YouTube,LinkedIn Post,Honest Parenting,2026-02-20,41221,4256,1066,1960,1423,0.68,238,0.0,0,0.0,0.0,0.3,0.0,False,True,False
CON00084,CRE0012,Personal Development,Substack,YouTube Video,Book That Changed My Life,2025-10-04,18300,497,122,539,270,0.604,1395,1945.05,138,24284.55,26229.6,8.8,2984.35,True,True,True
CON00085,CRE0597,Beauty & Fashion,YouTube,YouTube Video,Thrift Haul,2025-10-03,91394,8003,1848,3582,3365,0.339,697,0.0,0,0.0,0.0,9.1,0.0,False,True,False
CON00086,CRE0523,Personal Development,TikTok,YouTube Video,Morning Routine,2026-01-10,34864,2322,930,333,251,0.469,1108,7266.18,35,5821.99,13088.17,4.7,2765.34,True,True,True
CON00087,CRE0385,Sustainable Living,Twitter/X,Substack Issue,Green Home Tour,2025-12-21,11967,921,65,217,418,0.721,6,0.0,0,0.0,0.0,1.0,0.0,False,True,False
CON00088,CRE0250,Finance & Investing,Substack,Instagram Post,Passive Income Ideas,2026-03-15,33151,2800,92,523,1258,0.343,0,0.0,0,0.0,0.0,1.3,0.0,False,False,False
CON00089,CRE0294,Music & Audio Production,Twitter/X,YouTube Video,Song Breakdown,2026-03-18,28439,3195,804,685,1066,0.446,1778,7166.97,176,14260.06,21427.03,5.6,3842.76,True,True,True
CON00090,CRE0533,Language Learning,TikTok,TikTok,Immersion Tips,2026-02-16,16224,1923,239,355,526,0.337,150,0.0,0,0.0,0.0,2.5,0.0,False,True,False
CON00091,CRE0243,Finance & Investing,Twitter/X,LinkedIn Post,How I Paid Off Debt,2025-10-28,40912,4092,110,1897,1511,0.558,375,0.0,0,0.0,0.0,1.1,0.0,False,True,False
CON00092,CRE0065,Technology & Software,LinkedIn,Instagram Story,App Review,2025-12-20,39628,4251,1093,910,968,0.218,215,0.0,0,0.0,0.0,0.4,0.0,False,True,False
CON00093,CRE0350,Education & Online Courses,Instagram,Instagram Post,Book Summary,2025-10-19,1565,76,44,18,19,0.592,75,510.6,6,922.02,1432.62,1.3,1109.72,True,True,True
CON00094,CRE0587,Beauty & Fashion,Twitter/X,Instagram Reel,Skincare Routine,2026-01-27,10078,534,68,257,290,0.5,8,0.0,0,0.0,0.0,3.1,0.0,False,True,False
CON00095,CRE0599,Personal Development,Instagram,Instagram Story,Productivity System,2026-02-11,24225,665,251,313,363,0.329,221,0.0,0,0.0,0.0,0.3,0.0,False,True,False
CON00096,CRE0026,Food & Cooking,TikTok,Substack Issue,Street Food Tour,2025-11-06,307470,11258,6349,14160,10893,0.601,36,0.0,0,0.0,0.0,4.3,0.0,False,True,False
CON00097,CRE0554,Sustainable Living,TikTok,YouTube Short,Eco Product Review,2025-12-29,21300,2215,215,425,446,0.232,125,0.0,0,0.0,0.0,1.2,0.0,False,True,False
CON00098,CRE0058,Sustainable Living,YouTube,Instagram Story,Eco Product Review,2026-02-09,3174,254,67,30,93,0.265,4,0.0,0,0.0,0.0,0.5,0.0,False,True,False
CON00099,CRE0518,Comedy & Entertainment,Twitter/X,Instagram Post,Reaction Video,2025-11-02,293545,18372,3180,12348,4806,0.438,2601,0.0,0,0.0,0.0,0.8,0.0,False,True,False
CON00100,CRE0594,Travel & Adventure,Instagram,LinkedIn Post,Solo Travel Guide,2025-10-19,4033,322,109,127,30,0.414,55,372.71,1,132.98,505.69,1.3,393.73,True,True,True
CON00101,CRE0538,Travel & Adventure,LinkedIn,Instagram Reel,Solo Travel Guide,2026-03-09,32566,2840,529,1260,196,0.724,2367,15645.68,113,17012.38,32658.06,3.7,8900.18,True,True,True
CON00102,CRE0388,Beauty & Fashion,TikTok,YouTube Video,Skincare Routine,2025-10-21,29970,2798,778,787,251,0.459,199,0.0,0,0.0,0.0,8.3,0.0,False,True,False
CON00103,CRE0574,Science & Space,TikTok,LinkedIn Post,Documentary Reaction,2025-09-26,24421,552,429,1128,568,0.23,660,445.64,44,1207.89,1653.53,0.9,1743.2,True,True,True
CON00104,CRE0280,Parenting & Family,YouTube,LinkedIn Post,Family Vlog,2025-10-10,6703,542,84,265,172,0.678,41,0.0,0,0.0,0.0,1.2,0.0,False,True,False
CON00105,CRE0031,Finance & Investing,Substack,LinkedIn Post,Budget Review,2026-01-31,7474,530,52,153,200,0.701,44,0.0,0,0.0,0.0,1.5,0.0,False,True,False
CON00106,CRE0338,Comedy & Entertainment,Twitter/X,TikTok,Day in My Life,2025-11-22,3722,381,44,76,87,0.585,27,0.0,0,0.0,0.0,2.9,0.0,False,True,False
CON00107,CRE0463,Pet Care,Instagram,Instagram Post,Cat Behaviour Explained,2025-11-28,16361,693,181,364,148,0.369,1060,1608.34,28,1291.5,2899.84,0.7,4364.1,True,True,True
CON00108,CRE0141,Language Learning,Twitter/X,Instagram Post,Conversation Practice,2025-10-04,29458,629,567,1388,237,0.382,49,0.0,0,0.0,0.0,1.2,0.0,False,True,False
CON00109,CRE0522,Photography & Videography,Substack,TikTok,Preset Tutorial,2025-12-14,22179,508,377,642,634,0.278,162,0.0,0,0.0,0.0,1.5,0.0,False,True,False
CON00110,CRE0077,Music & Audio Production,Twitter/X,Instagram Reel,Music Theory Explained,2025-10-27,9544,1028,35,455,294,0.341,675,883.85,54,2285.93,3169.78,2.6,1236.42,True,True,True
CON00111,CRE0050,Science & Space,LinkedIn,TikTok,Research Breakdown,2026-02-01,107896,8935,1371,1943,4100,0.544,8411,12306.29,298,8217.31,20523.6,2.4,8440.27,True,True,True
CON00112,CRE0366,Food & Cooking,Twitter/X,Substack Issue,Meal Prep Sunday,2025-10-28,3071,271,51,103,69,0.649,236,619.49,7,134.65,754.14,1.8,421.78,True,True,True
CON00113,CRE0053,Travel & Adventure,TikTok,YouTube Video,Solo Travel Guide,2025-12-20,20826,1419,62,995,755,0.201,35,0.0,0,0.0,0.0,6.3,0.0,False,True,False
CON00114,CRE0211,Education & Online Courses,Instagram,LinkedIn Post,Study With Me,2025-10-12,49149,5367,135,1251,256,0.687,469,0.0,0,0.0,0.0,0.8,0.0,False,True,False
CON00115,CRE0024,Finance & Investing,LinkedIn,Instagram Story,Passive Income Ideas,2026-02-14,8054,371,16,81,268,0.458,327,2397.18,26,1709.0,4106.18,0.5,9003.93,True,True,True
CON00116,CRE0174,Personal Development,TikTok,TikTok,Morning Routine,2025-12-27,77861,3028,1721,2535,1672,0.322,612,0.0,0,0.0,0.0,2.6,0.0,False,True,False
CON00117,CRE0223,Music & Audio Production,Substack,TikTok,Studio Vlog,2026-03-04,291924,23546,5872,9813,7550,0.59,1062,0.0,0,0.0,0.0,1.8,0.0,False,True,False
CON00118,CRE0397,Personal Development,YouTube,Instagram Post,Morning Routine,2025-12-14,25808,1137,404,705,720,0.354,1889,13788.62,53,4867.19,18655.81,1.2,15880.39,True,True,True
CON00119,CRE0376,Finance & Investing,Twitter/X,LinkedIn Post,Budget Review,2026-03-06,8450,252,206,342,130,0.211,78,0.0,0,0.0,0.0,0.7,0.0,False,True,False
CON00120,CRE0564,Gaming & Esports,YouTube,Instagram Post,Game Lore Deep Dive,2025-11-04,31920,2770,564,265,291,0.269,63,0.0,0,0.0,0.0,1.4,0.0,False,True,False
CON00121,CRE0515,Gaming & Esports,Instagram,Substack Issue,Pro Tips,2025-10-24,9372,204,25,126,59,0.253,28,0.0,0,0.0,0.0,4.0,0.0,False,True,False
CON00122,CRE0075,Music & Audio Production,Instagram,YouTube Video,Music Theory Explained,2026-01-04,15748,504,373,786,211,0.551,62,0.0,0,0.0,0.0,5.6,0.0,False,True,False
CON00123,CRE0032,Education & Online Courses,TikTok,TikTok,Learning Hack,2025-10-19,13043,679,50,392,373,0.466,216,367.69,18,1962.83,2330.52,2.8,828.02,True,True,True
CON00124,CRE0209,Pet Care,TikTok,YouTube Short,Rescue Animal Story,2025-11-03,243904,28251,1493,9664,8358,0.716,1159,0.0,0,0.0,0.0,2.0,0.0,False,True,False
CON00125,CRE0020,Food & Cooking,Instagram,Instagram Reel,Meal Prep Sunday,2026-01-06,2703,311,32,75,56,0.733,11,0.0,0,0.0,0.0,1.3,0.0,False,True,False
CON00126,CRE0503,Language Learning,Substack,Instagram Story,Learn 100 Words Fast,2025-11-17,1784,155,28,32,36,0.426,7,0.0,0,0.0,0.0,0.1,0.0,False,True,False
CON00127,CRE0096,Photography & Videography,LinkedIn,Instagram Story,Preset Tutorial,2025-11-26,66621,6949,783,828,2509,0.448,22,0.0,0,0.0,0.0,0.2,0.0,False,True,False
CON00128,CRE0319,Education & Online Courses,YouTube,TikTok,Study With Me,2025-09-21,77828,9233,1743,3261,2942,0.239,742,0.0,0,0.0,0.0,1.2,0.0,False,True,False
CON00129,CRE0206,Personal Development,Substack,Instagram Story,Mindset Shift,2025-10-22,7136,714,146,172,38,0.65,66,0.0,0,0.0,0.0,0.5,0.0,False,True,False
CON00130,CRE0232,Travel & Adventure,Twitter/X,YouTube Video,Budget Europe Trip,2025-11-12,58632,3302,912,2216,2112,0.464,2901,11960.18,78,4346.57,16306.75,7.4,2209.98,True,True,True
CON00131,CRE0263,Language Learning,LinkedIn,Instagram Story,Conversation Practice,2026-02-21,56286,3144,1187,685,446,0.207,1761,12254.44,146,23994.14,36248.58,0.3,115983.29,True,True,True
CON00132,CRE0309,Personal Development,TikTok,Instagram Post,Morning Routine,2025-09-21,29743,2477,410,437,575,0.258,23,0.0,0,0.0,0.0,0.7,0.0,False,True,False
CON00133,CRE0359,Parenting & Family,Twitter/X,LinkedIn Post,Kid-Friendly Recipes,2026-03-07,2340,57,6,97,84,0.264,23,0.0,0,0.0,0.0,1.3,0.0,False,True,False
CON00134,CRE0350,Music & Audio Production,Instagram,LinkedIn Post,Gear Review,2026-03-05,40213,4220,282,918,1194,0.674,307,0.0,0,0.0,0.0,1.0,0.0,False,True,False
CON00135,CRE0131,Home Decor & Interior Design,TikTok,YouTube Short,Small Space Ideas,2026-02-22,180637,16340,3084,6825,1056,0.734,10099,44537.11,744,62294.84,106831.95,1.3,81907.61,True,True,True
CON00136,CRE0345,Language Learning,YouTube,TikTok,Grammar Explained,2026-03-12,5649,497,109,99,186,0.59,35,0.0,0,0.0,0.0,2.3,0.0,False,True,False
CON00137,CRE0323,Science & Space,Instagram,Instagram Story,Myth Busting,2025-10-25,4890,113,67,194,100,0.238,19,0.0,0,0.0,0.0,0.2,0.0,False,True,False
CON00138,CRE0014,Parenting & Family,Substack,Instagram Post,Morning Routine With Kids,2025-12-01,1473984,131248,37612,28871,20500,0.532,2002,0.0,0,0.0,0.0,0.5,0.0,False,True,False
CON00139,CRE0129,Home Decor & Interior Design,Twitter/X,TikTok,IKEA Hacks,2026-02-14,3154,121,77,139,40,0.505,30,0.0,0,0.0,0.0,2.9,0.0,False,True,False
CON00140,CRE0548,Language Learning,YouTube,Instagram Reel,Conversation Practice,2025-11-29,62870,4010,493,1500,1559,0.361,215,0.0,0,0.0,0.0,1.9,0.0,False,True,False
CON00141,CRE0498,Comedy & Entertainment,TikTok,LinkedIn Post,Day in My Life,2025-10-02,18762,497,68,223,542,0.525,93,0.0,0,0.0,0.0,0.3,0.0,False,True,False
CON00142,CRE0516,Travel & Adventure,Instagram,TikTok,Budget Europe Trip,2025-11-25,14008,327,396,264,143,0.449,130,0.0,0,0.0,0.0,1.2,0.0,False,True,False
CON00143,CRE0219,Beauty & Fashion,YouTube,Instagram Reel,Skincare Routine,2026-01-01,14502,1653,303,221,114,0.475,132,0.0,0,0.0,0.0,2.6,0.0,False,True,False
CON00144,CRE0428,Finance & Investing,Instagram,Substack Issue,Stock Market Explained,2025-09-29,68075,6494,1099,1077,1240,0.256,221,0.0,0,0.0,0.0,3.4,0.0,False,True,False
CON00145,CRE0278,Home Decor & Interior Design,Substack,Substack Issue,IKEA Hacks,2025-11-18,40912,2644,1125,797,1606,0.474,235,0.0,0,0.0,0.0,2.6,0.0,False,True,False
