product_id,creator_id,product_name,niche,product_type,price_usd,market_price_usd,price_gap_pct,units_sold,total_revenue_usd,conversion_rate,platform_sold_on,launch_date,creator_follower_tier,creator_niche,has_affiliate_programme,affiliate_commission_pct,rating,review_count
PRD00016,CRE0308,Colour Palette Pack,Home Decor & Interior Design,eBook,8.89,13.32,33.3,60,533.4,0.0474,Podia,2024-05-29,Nano,Home Decor & Interior Design,True,0.32,5.0,449
PRD00017,CRE0017,Experiment Bundle,Science & Space,Preset Pack,107.16,143.13,25.1,2248,240895.68,0.0771,Etsy,2025-02-18,Mid,Science & Space,True,0.1,3.5,88
PRD00018,CRE0367,Science Course,Science & Space,Bundle,464.99,482.84,3.7,25022,11634979.78,0.0186,Etsy,2025-04-08,Macro,Science & Space,True,0.0,4.1,98
PRD00019,CRE0288,Vocabulary Flash Cards,Language Learning,Bundle,57.42,54.18,-6.0,183,10507.86,0.0777,Patreon,2024-04-25,Micro,Language Learning,True,0.0,5.0,326
PRD00020,CRE0234,Joke Writing Guide,Comedy & Entertainment,Guide,432.95,367.05,-18.0,23338,10104187.1,0.0189,Patreon,2025-10-23,Macro,Comedy & Entertainment,False,0.0,4.5,496
PRD00021,CRE0478,Pet First Aid Guide,Pet Care,Bundle,23.15,16.49,-40.4,2360,54634.0,0.0185,Teachable,2025-08-31,Micro,Pet Care,True,0.17,3.9,215
PRD00022,CRE0065,Vet Visit Checklist,Pet Care,Preset Pack,31.17,20.77,-50.1,169,5267.73,0.0215,Patreon,2025-01-31,Micro,Pet Care,True,0.0,4.1,12
PRD00023,CRE0128,Family Budget Sheet,Parenting & Family,eBook,49.14,35.92,-36.8,2250,110565.0,0.0538,Gumroad,2025-11-01,Micro,Parenting & Family,True,0.0,4.8,355
PRD00024,CRE0011,Packing List PDF,Travel & Adventure,Bundle,26.25,50.86,48.4,1225,32156.25,0.0388,Podia,2025-11-22,Micro,Travel & Adventure,False,0.36,4.4,173
PRD00025,CRE0456,Crypto Guide,Finance & Investing,Template,91.72,134.16,31.6,7033,645066.76,0.0395,Etsy,2025-12-14,Mid,Finance & Investing,True,0.12,4.0,223
PRD00026,CRE0056,Goal Setting Workbook,Personal Development,Bundle,12.38,24.79,50.1,980,12132.4,0.0455,Teachable,2025-10-12,Micro,Personal Development,True,0.29,3.8,35
PRD00027,CRE0508,Reading Log PDF,Parenting & Family,Template,123.5,141.86,12.9,3213,396805.5,0.0713,Gumroad,2024-05-01,Mid,Parenting & Family,True,0.24,3.8,246
PRD00028,CRE0204,Activity Ideas Bundle,Parenting & Family,Template,11.14,17.13,35.0,1232,13724.48,0.0352,Teachable,2024-04-18,Micro,Parenting & Family,True,0.0,3.9,89
PRD00029,CRE0379,Sleep Schedule Guide,Parenting & Family,Course,51.98,62.54,16.9,286,14866.28,0.0314,Patreon,2024-11-19,Micro,Parenting & Family,True,0.39,5.0,451
PRD00030,CRE0302,Astronomy Guide PDF,Science & Space,Template,39.26,25.23,-55.6,90,3533.4,0.0232,Teachable,2025-09-18,Micro,Science & Space,True,0.0,4.7,446
PRD00031,CRE0476,Makeup Masterclass,Beauty & Fashion,Template,459.8,673.49,31.7,203964,93782647.2,0.0362,Teachable,2025-09-01,Mega,Beauty & Fashion,False,0.24,4.9,242
PRD00032,CRE0564,Launch Checklist,Business & Entrepreneurship,eBook,129.48,177.48,27.0,3567,461855.16,0.069,Etsy,2024-12-04,Mid,Business & Entrepreneurship,True,0.0,4.3,117
PRD00033,CRE0302,Dev Roadmap PDF,Technology & Software,Guide,90.38,95.87,5.7,3156,285239.28,0.0351,Own Website,2024-06-11,Mid,Technology & Software,True,0.38,3.6,36
PRD00034,CRE0268,Sample Pack,Music & Audio Production,eBook,66.17,88.95,25.6,16447,1088297.99,0.0627,Teachable,2025-09-26,Mid,Music & Audio Production,False,0.33,4.1,207
PRD00035,CRE0088,Crypto Guide,Finance & Investing,Course,53.86,74.69,27.9,10222,550556.92,0.067,Etsy,2025-03-02,Mid,Finance & Investing,False,0.31,3.8,230
PRD00036,CRE0307,Dog Training Guide,Pet Care,Course,27.59,30.51,9.6,1862,51372.58,0.0634,Own Website,2025-09-20,Micro,Pet Care,True,0.11,3.7,500
PRD00037,CRE0312,Sleep Schedule Guide,Parenting & Family,eBook,56.11,97.28,42.3,6104,342495.44,0.0773,Etsy,2026-01-02,Mid,Parenting & Family,True,0.15,4.7,308
PRD00038,CRE0161,Zero-Waste Starter Guide,Sustainable Living,eBook,34.65,35.34,2.0,24,831.6,0.0737,Etsy,2025-04-23,Micro,Sustainable Living,False,0.12,4.9,443
PRD00039,CRE0457,Note-Taking Bundle,Education & Online Courses,eBook,368.1,338.65,-8.7,12617,4644317.7,0.0105,Podia,2024-08-12,Macro,Education & Online Courses,True,0.37,4.8,235
PRD00040,CRE0443,Accent Reduction Guide,Language Learning,Bundle,10.17,13.05,22.1,46,467.82,0.0274,Podia,2025-12-11,Nano,Language Learning,True,0.13,4.5,22
PRD00041,CRE0517,Composition Guide,Photography & Videography,Course,70.91,49.44,-43.4,1453,103032.23,0.0358,Podia,2024-07-04,Micro,Photography & Videography,False,0.0,3.8,22
PRD00042,CRE0473,Vocabulary Flash Cards,Language Learning,eBook,18.42,33.28,44.7,2694,49623.48,0.0624,Gumroad,2025-07-28,Micro,Language Learning,True,0.23,4.2,142
PRD00043,CRE0546,Game Guide PDF,Gaming & Esports,Template,320.12,262.33,-22.0,4626,1480875.12,0.0252,Podia,2024-04-23,Macro,Gaming & Esports,True,0.34,4.5,366
PRD00044,CRE0197,Fermentation Guide,Food & Cooking,Preset Pack,140.46,152.19,7.7,1375,193132.5,0.0793,Patreon,2025-02-27,Mid,Food & Cooking,True,0.0,4.8,408
PRD00045,CRE0016,Game Guide PDF,Gaming & Esports,Bundle,9.54,9.96,4.2,34,324.36,0.035,Patreon,2024-09-12,Nano,Gaming & Esports,False,0.0,3.8,112
PRD00046,CRE0098,Travel Hacking Guide,Travel & Adventure,Guide,153.18,107.14,-43.0,13234,2027184.12,0.0498,Teachable,2024-12-01,Mid,Travel & Adventure,False,0.39,4.5,170
PRD00047,CRE0128,Stream Setup Checklist,Gaming & Esports,Course,573.6,475.98,-20.5,135703,77839240.8,0.0263,Etsy,2025-12-10,Mega,Gaming & Esports,False,0.29,3.6,191
PRD00048,CRE0425,Plant-Based Recipe Book,Sustainable Living,Preset Pack,23.42,18.25,-28.3,787,18431.54,0.0632,Teachable,2025-09-03,Micro,Sustainable Living,True,0.0,4.6,175
PRD00049,CRE0054,Composition Guide,Photography & Videography,Preset Pack,151.59,139.01,-9.0,5159,782052.81,0.0444,Etsy,2024-10-02,Mid,Photography & Videography,True,0.0,3.8,281
PRD00050,CRE0082,Note-Taking Bundle,Education & Online Courses,Course,114.19,145.92,21.7,6581,751484.39,0.029,Podia,2025-07-24,Mid,Education & Online Courses,False,0.0,4.2,258
PRD00051,CRE0465,Experiment Bundle,Science & Space,Course,104.26,131.26,20.6,11913,1242049.38,0.0366,Podia,2025-01-26,Macro,Science & Space,False,0.0,3.7,240
PRD00052,CRE0073,Note-Taking Bundle,Education & Online Courses,Bundle,422.84,321.21,-31.6,7327,3098148.68,0.0549,Gumroad,2025-11-11,Macro,Education & Online Courses,True,0.0,4.3,99
PRD00053,CRE0029,Lab Notebook Template,Science & Space,Preset Pack,132.56,125.0,-6.0,9528,1263031.68,0.0124,Patreon,2025-03-24,Mid,Science & Space,True,0.0,4.2,348
PRD00054,CRE0434,Colour Analysis Guide,Beauty & Fashion,Template,83.7,57.87,-44.6,2859,239298.3,0.0463,Podia,2024-09-28,Micro,Beauty & Fashion,False,0.25,4.3,453
PRD00055,CRE0007,Content Calendar,Comedy & Entertainment,Template,82.02,67.19,-22.1,458,37565.16,0.0624,Podia,2025-01-28,Micro,Comedy & Entertainment,True,0.0,4.7,213
PRD00056,CRE0197,Morning Routine Guide,Personal Development,Course,67.0,61.61,-8.7,6918,463506.0,0.0241,Podia,2024-09-22,Mid,Personal Development,False,0.29,4.8,85
PRD00057,CRE0100,Travel Hacking Guide,Travel & Adventure,Template,20.49,31.11,34.1,306,6269.94,0.0508,Own Website,2024-04-30,Micro,Travel & Adventure,True,0.0,4.3,492
PRD00058,CRE0103,Pricing Playbook,Business & Entrepreneurship,eBook,108.05,142.04,23.9,4920,531606.0,0.0783,Podia,2025-02-20,Mid,Business & Entrepreneurship,False,0.37,3.7,308
PRD00059,CRE0047,Baking Masterclass,Food & Cooking,Preset Pack,32.96,52.58,37.3,2105,69380.8,0.0112,Teachable,2025-03-22,Micro,Food & Cooking,False,0.0,4.2,378
PRD00060,CRE0033,Travel Hacking Guide,Travel & Adventure,Template,126.39,168.86,25.2,7634,964861.26,0.07,Podia,2025-08-17,Mid,Travel & Adventure,True,0.0,4.5,280
PRD00061,CRE0393,Grammar Cheat Sheet,Language Learning,Course,198.19,152.14,-30.3,9088,1801150.72,0.075,Etsy,2025-02-16,Macro,Language Learning,False,0.39,4.5,340
PRD00062,CRE0576,Makeup Masterclass,Beauty & Fashion,Bundle,194.28,181.59,-7.0,6732,1307892.96,0.0615,Etsy,2025-04-13,Mid,Beauty & Fashion,True,0.0,3.9,57
PRD00063,CRE0328,Travel Hacking Guide,Travel & Adventure,Course,103.21,86.29,-19.6,723,74620.83,0.0693,Patreon,2025-05-26,Mid,Travel & Adventure,True,0.28,3.8,202
PRD00064,CRE0328,Financial Freedom Course,Finance & Investing,Course,327.06,275.9,-18.5,22991,7519436.46,0.0592,Own Website,2025-11-22,Macro,Finance & Investing,True,0.0,4.8,293
PRD00065,CRE0500,Eco Swap Checklist,Sustainable Living,Preset Pack,224.63,181.11,-24.0,5663,1272079.69,0.0746,Podia,2024-09-18,Mid,Sustainable Living,False,0.3,4.8,11
PRD00066,CRE0595,Vet Visit Checklist,Pet Care,eBook,26.93,37.33,27.9,2787,75053.91,0.0168,Patreon,2025-02-13,Micro,Pet Care,False,0.15,3.7,356
PRD00067,CRE0173,Plant-Based Recipe Book,Sustainable Living,eBook,108.27,104.24,-3.9,13054,1413356.58,0.0765,Gumroad,2025-05-30,Macro,Sustainable Living,False,0.15,3.6,263
PRD00068,CRE0092,Sleep Schedule Guide,Parenting & Family,Bundle,50.42,46.3,-8.9,3769,190032.98,0.0584,Patreon,2026-02-03,Mid,Parenting & Family,False,0.0,4.5,188
PRD00069,CRE0445,Budget Spreadsheet,Finance & Investing,Course,54.1,48.16,-12.3,994,53775.4,0.0227,Own Website,2025-07-27,Micro,Finance & Investing,True,0.0,3.6,465
PRD00070,CRE0121,Cat Behaviour PDF,Pet Care,Template,125.15,124.91,-0.2,17089,2138688.35,0.0187,Own Website,2024-10-17,Mid,Pet Care,True,0.0,4.2,160
PRD00071,CRE0001,Recipe eBook,Food & Cooking,Template,13.36,20.53,34.9,813,10861.68,0.0784,Teachable,2026-01-21,Micro,Food & Cooking,True,0.26,4.7,337
PRD00072,CRE0221,Vet Visit Checklist,Pet Care,Template,30.62,39.67,22.8,1574,48195.88,0.0232,Own Website,2025-01-19,Micro,Pet Care,True,0.18,4.6,216
PRD00073,CRE0198,Flight Deal Tracker,Travel & Adventure,Preset Pack,36.24,23.37,-55.1,599,21707.76,0.0289,Teachable,2025-12-27,Micro,Travel & Adventure,True,0.15,5.0,222
PRD00074,CRE0281,Joke Writing Guide,Comedy & Entertainment,eBook,284.78,242.91,-17.2,19790,5635796.2,0.0708,Gumroad,2024-11-05,Mega,Comedy & Entertainment,False,0.17,4.9,400
PRD00075,CRE0186,Meal Prep Guide,Food & Cooking,Course,40.89,49.89,18.0,577,23593.53,0.0323,Patreon,2025-04-21,Mid,Food & Cooking,False,0.14,3.5,262
PRD00076,CRE0515,Skincare Routine PDF,Beauty & Fashion,Course,14.71,20.07,26.7,1405,20667.55,0.079,Teachable,2025-07-11,Micro,Beauty & Fashion,False,0.32,4.9,117
PRD00077,CRE0435,Room Planning Guide,Home Decor & Interior Design,Preset Pack,75.79,129.6,41.5,2287,173331.73,0.0751,Own Website,2024-03-29,Macro,Home Decor & Interior Design,True,0.25,5.0,454
PRD00078,CRE0044,Dog Training Guide,Pet Care,Guide,32.25,41.94,23.1,16053,517709.25,0.0799,Podia,2025-09-10,Mid,Pet Care,True,0.36,4.3,115
PRD00079,CRE0298,Pro Settings Pack,Gaming & Esports,Course,39.63,69.98,43.4,296,11730.48,0.0636,Podia,2024-07-17,Micro,Gaming & Esports,False,0.0,3.5,323
PRD00080,CRE0110,Script Template,Comedy & Entertainment,eBook,124.26,110.91,-12.0,15899,1975609.74,0.033,Teachable,2025-03-16,Macro,Comedy & Entertainment,True,0.1,4.1,101
PRD00081,CRE0112,Flight Deal Tracker,Travel & Adventure,Bundle,36.99,37.15,0.4,3841,142078.59,0.0475,Patreon,2024-12-19,Mid,Travel & Adventure,False,0.0,4.0,222
PRD00082,CRE0122,Options Playbook,Finance & Investing,Bundle,357.0,237.51,-50.3,7195,2568615.0,0.0566,Podia,2024-12-16,Macro,Finance & Investing,False,0.31,4.0,391
PRD00083,CRE0440,Content Calendar,Comedy & Entertainment,Guide,35.76,54.56,34.5,9718,347515.68,0.0575,Patreon,2025-03-04,Mid,Comedy & Entertainment,True,0.19,4.2,389
PRD00084,CRE0186,Experiment Bundle,Science & Space,Template,119.33,169.92,29.8,5080,606196.4,0.0667,Own Website,2025-08-15,Mid,Science & Space,True,0.0,3.7,19
PRD00085,CRE0053,Pitch Deck Kit,Business & Entrepreneurship,Course,299.01,273.06,-9.5,6124,1831137.24,0.0143,Gumroad,2025-05-30,Macro,Business & Entrepreneurship,False,0.0,4.9,364
PRD00086,CRE0312,Experiment Bundle,Science & Space,eBook,13.28,17.39,23.6,192,2549.76,0.0444,Gumroad,2025-02-24,Micro,Science & Space,True,0.33,3.7,184
PRD00087,CRE0198,Beat Making Course,Music & Audio Production,Preset Pack,147.4,133.15,-10.7,1260,185724.0,0.0719,Podia,2024-09-30,Mid,Music & Audio Production,True,0.0,4.3,175
PRD00088,CRE0460,Styling Checklist,Home Decor & Interior Design,Preset Pack,1066.35,806.03,-32.3,63235,67430642.25,0.0343,Patreon,2025-03-28,Mega,Home Decor & Interior Design,True,0.12,4.1,476
PRD00089,CRE0170,Habit Tracker Notion,Personal Development,Bundle,27.99,24.58,-13.9,878,24575.22,0.0709,Own Website,2024-06-03,Micro,Personal Development,False,0.22,4.4,105
PRD00090,CRE0176,Pro Settings Pack,Gaming & Esports,Template,21.29,16.6,-28.3,936,19927.44,0.0288,Gumroad,2024-07-18,Micro,Gaming & Esports,True,0.0,4.5,482
PRD00091,CRE0271,Pitch Deck Kit,Business & Entrepreneurship,Preset Pack,24.96,30.07,17.0,122,3045.12,0.0594,Etsy,2025-10-02,Micro,Business & Entrepreneurship,False,0.19,5.0,320
PRD00092,CRE0565,Options Playbook,Finance & Investing,Template,83.98,60.42,-39.0,1132,95065.36,0.0558,Podia,2025-12-20,Micro,Finance & Investing,True,0.0,3.8,322
PRD00093,CRE0289,Script Template,Comedy & Entertainment,eBook,124.23,194.49,36.1,3863,479900.49,0.0611,Teachable,2026-01-11,Mid,Comedy & Entertainment,True,0.35,4.5,96
PRD00094,CRE0045,Packing List PDF,Travel & Adventure,Template,61.59,44.45,-38.6,176,10839.84,0.0177,Etsy,2024-04-01,Micro,Travel & Adventure,True,0.0,4.9,307
PRD00095,CRE0058,Budget Spreadsheet,Finance & Investing,Guide,388.46,332.59,-16.8,34254,13306308.84,0.0435,Patreon,2024-11-23,Mega,Finance & Investing,False,0.14,4.7,52
PRD00096,CRE0504,Pet Nutrition Sheet,Pet Care,Template,72.34,59.18,-22.2,1838,132960.92,0.0719,Gumroad,2024-07-12,Micro,Pet Care,True,0.0,4.9,182
PRD00097,CRE0294,Flight Deal Tracker,Travel & Adventure,Course,64.91,64.25,-1.0,859,55757.69,0.0567,Gumroad,2025-01-21,Micro,Travel & Adventure,False,0.3,4.9,415
PRD00098,CRE0093,Itinerary Bundle,Travel & Adventure,Course,406.99,293.03,-38.9,2823,1148932.77,0.0609,Etsy,2024-08-14,Macro,Travel & Adventure,True,0.21,4.2,246
PRD00099,CRE0540,Science Course,Science & Space,Guide,191.6,184.18,-4.0,3844,736510.4,0.0159,Patreon,2025-05-24,Mid,Science & Space,True,0.17,3.5,435
PRD00100,CRE0249,Options Playbook,Finance & Investing,Template,122.53,89.08,-37.6,1567,192004.51,0.078,Etsy,2025-05-24,Mid,Finance & Investing,True,0.14,4.5,73
PRD00101,CRE0427,Joke Writing Guide,Comedy & Entertainment,Template,196.03,129.6,-51.3,2313,453417.39,0.0154,Etsy,2025-10-22,Mid,Comedy & Entertainment,False,0.32,4.5,153
PRD00102,CRE0466,Sustainability Tracker,Sustainable Living,Guide,44.1,87.05,49.3,2679,118143.9,0.0683,Patreon,2026-02-13,Mid,Sustainable Living,False,0.25,4.6,216
PRD00103,CRE0489,Stream Setup Checklist,Gaming & Esports,Course,215.75,257.39,16.2,131472,28365084.0,0.0154,Patreon,2025-07-11,Mega,Gaming & Esports,False,0.15,4.7,331
PRD00104,CRE0207,Experiment Bundle,Science & Space,Preset Pack,49.12,43.06,-14.1,709,34826.08,0.0316,Gumroad,2025-10-04,Micro,Science & Space,True,0.0,5.0,289
PRD00105,CRE0100,Automation Course,Technology & Software,Course,377.37,472.49,20.1,32798,12376981.26,0.0608,Podia,2024-07-29,Mega,Technology & Software,True,0.33,3.5,407
PRD00106,CRE0514,Storytelling Course,Comedy & Entertainment,Guide,135.37,119.64,-13.1,4326,585610.62,0.0638,Patreon,2024-08-30,Mid,Comedy & Entertainment,False,0.14,3.9,319
PRD00107,CRE0561,Astronomy Guide PDF,Science & Space,eBook,362.48,373.35,2.9,1810,656088.8,0.0636,Podia,2025-01-29,Macro,Science & Space,True,0.15,3.9,34
PRD00108,CRE0041,Launch Checklist,Business & Entrepreneurship,Course,66.36,51.92,-27.8,1151,76380.36,0.078,Teachable,2025-07-31,Micro,Business & Entrepreneurship,False,0.29,4.5,225
PRD00109,CRE0009,Beat Making Course,Music & Audio Production,Template,413.13,251.7,-64.1,17169,7093028.97,0.0653,Gumroad,2025-10-14,Macro,Music & Audio Production,False,0.0,4.4,437
PRD00110,CRE0205,Packing List PDF,Travel & Adventure,Bundle,20.98,32.24,34.9,567,11895.66,0.0378,Teachable,2025-06-05,Micro,Travel & Adventure,True,0.0,5.0,248
PRD00111,CRE0485,Research Template,Education & Online Courses,Template,13.17,25.29,47.9,1594,20992.98,0.0353,Gumroad,2025-06-02,Micro,Education & Online Courses,True,0.39,4.5,138
PRD00112,CRE0351,Pitch Deck Kit,Business & Entrepreneurship,Course,15.06,22.74,33.8,70,1054.2,0.0726,Etsy,2025-05-31,Micro,Business & Entrepreneurship,True,0.0,4.1,243
PRD00113,CRE0015,Cat Behaviour PDF,Pet Care,Template,903.44,753.93,-19.8,82195,74258250.8,0.0327,Podia,2025-02-06,Mega,Pet Care,True,0.19,4.7,345
PRD00114,CRE0387,Lab Notebook Template,Science & Space,Template,187.81,158.02,-18.9,1802,338433.62,0.0588,Teachable,2024-09-05,Mid,Science & Space,True,0.39,4.4,7
PRD00115,CRE0181,Chord Progression PDF,Music & Audio Production,Bundle,15.51,16.54,6.2,129,2000.79,0.0636,Podia,2024-07-13,Nano,Music & Audio Production,False,0.0,4.4,277
PRD00116,CRE0422,Study Cards Pack,Science & Space,eBook,52.75,42.73,-23.4,1541,81287.75,0.0555,Podia,2025-12-10,Micro,Science & Space,True,0.25,4.7,341
PRD00117,CRE0008,Styling Checklist,Home Decor & Interior Design,Course,29.4,22.56,-30.3,2790,82026.0,0.0649,Etsy,2025-04-28,Micro,Home Decor & Interior Design,False,0.0,4.5,157
PRD00118,CRE0401,Experiment Bundle,Science & Space,Template,9.5,7.37,-28.9,62,589.0,0.0401,Own Website,2025-10-09,Nano,Science & Space,False,0.34,4.4,65
PRD00119,CRE0163,Script Template,Comedy & Entertainment,Course,59.89,55.94,-7.1,9783,585903.87,0.0282,Etsy,2025-10-06,Mid,Comedy & Entertainment,True,0.0,4.2,321
PRD00120,CRE0199,Capsule Wardrobe Guide,Beauty & Fashion,Guide,93.64,100.77,7.1,3768,352835.52,0.0729,Etsy,2025-01-17,Mid,Beauty & Fashion,False,0.3,3.9,478
PRD00121,CRE0401,Capsule Wardrobe Guide,Beauty & Fashion,eBook,141.24,173.51,18.6,2314,326829.36,0.0739,Podia,2024-10-17,Mid,Beauty & Fashion,True,0.25,4.4,107
PRD00122,CRE0560,Study Cards Pack,Science & Space,eBook,107.86,103.21,-4.5,3124,336954.64,0.0796,Etsy,2025-07-27,Macro,Science & Space,False,0.16,3.5,11
PRD00123,CRE0565,Confidence Course,Personal Development,Preset Pack,88.05,78.02,-12.9,2285,201194.25,0.0767,Teachable,2025-03-10,Mid,Personal Development,False,0.25,4.3,204
PRD00124,CRE0327,Exam Prep Kit,Education & Online Courses,Guide,15.63,23.13,32.4,743,11613.09,0.0517,Gumroad,2024-12-22,Micro,Education & Online Courses,False,0.27,4.1,323
PRD00125,CRE0191,City Guide Pack,Travel & Adventure,Course,43.01,29.83,-44.2,121,5204.21,0.0666,Etsy,2025-06-01,Micro,Travel & Adventure,True,0.0,4.1,74
PRD00126,CRE0077,Chore Chart Template,Parenting & Family,Guide,12.08,20.41,40.8,6,72.48,0.0493,Patreon,2025-12-01,Nano,Parenting & Family,False,0.23,4.7,101
PRD00127,CRE0005,Study System PDF,Education & Online Courses,Bundle,303.47,263.45,-15.2,648,196648.56,0.0648,Teachable,2025-10-29,Macro,Education & Online Courses,True,0.22,4.8,470
PRD00128,CRE0306,Habit Tracker Notion,Personal Development,Preset Pack,27.28,21.32,-28.0,201,5483.28,0.0529,Podia,2025-04-25,Micro,Personal Development,False,0.39,3.7,191
PRD00129,CRE0054,Recipe eBook,Food & Cooking,Course,39.21,69.67,43.7,481,18860.01,0.0476,Gumroad,2024-03-24,Micro,Food & Cooking,True,0.0,4.0,135
PRD00130,CRE0126,Sleep Schedule Guide,Parenting & Family,Guide,80.41,62.03,-29.6,15584,1253109.44,0.0389,Own Website,2025-06-19,Mid,Parenting & Family,True,0.3,5.0,164
PRD00131,CRE0222,Eco Swap Checklist,Sustainable Living,Bundle,46.98,36.0,-30.5,192,9020.16,0.0249,Podia,2026-02-03,Micro,Sustainable Living,True,0.2,4.7,389
PRD00132,CRE0410,Confidence Course,Personal Development,Template,274.78,472.47,41.8,12903,3545486.34,0.0534,Gumroad,2024-10-12,Macro,Personal Development,False,0.31,4.9,295
PRD00133,CRE0218,Meal Prep Guide,Food & Cooking,Template,209.2,178.35,-17.3,2569,537434.8,0.0159,Podia,2025-06-03,Mid,Food & Cooking,False,0.12,3.9,50
PRD00134,CRE0055,Dev Roadmap PDF,Technology & Software,eBook,66.48,60.16,-10.5,687,45671.76,0.0178,Own Website,2024-07-14,Mid,Technology & Software,False,0.0,4.3,141
PRD00135,CRE0097,Portfolio Template,Photography & Videography,Template,108.98,163.25,33.2,3223,351242.54,0.0517,Own Website,2024-03-22,Mid,Photography & Videography,False,0.36,4.5,87
PRD00136,CRE0361,Chore Chart Template,Parenting & Family,Bundle,16.32,22.95,28.9,262,4275.84,0.0697,Own Website,2025-11-17,Micro,Parenting & Family,True,0.17,3.7,419
PRD00137,CRE0499,Financial Freedom Course,Finance & Investing,Course,51.31,66.78,23.2,5712,293082.72,0.0793,Teachable,2024-12-07,Mid,Finance & Investing,False,0.0,4.0,363
PRD00138,CRE0442,Sleep Schedule Guide,Parenting & Family,Course,109.32,113.37,3.6,12739,1392627.48,0.0122,Etsy,2025-10-31,Mid,Parenting & Family,True,0.0,4.9,327
PRD00139,CRE0317,Knife Skills Course,Food & Cooking,Template,631.03,433.91,-45.4,12559,7925105.77,0.0762,Gumroad,2024-12-26,Macro,Food & Cooking,False,0.14,4.7,290
PRD00140,CRE0465,Chord Progression PDF,Music & Audio Production,eBook,57.62,52.96,-8.8,101,5819.62,0.066,Etsy,2024-04-03,Micro,Music & Audio Production,False,0.14,4.2,2
PRD00141,CRE0443,Lab Notebook Template,Science & Space,Guide,259.03,179.75,-44.1,4513,1169002.39,0.02,Gumroad,2024-10-06,Mid,Science & Space,False,0.0,4.2,181
PRD00142,CRE0568,Camera Settings PDF,Photography & Videography,Template,182.35,140.59,-29.7,1259,229578.65,0.0275,Teachable,2025-05-19,Mid,Photography & Videography,False,0.0,4.3,321
PRD00143,CRE0028,Accent Reduction Guide,Language Learning,Bundle,37.16,42.07,11.7,1898,70529.68,0.0423,Gumroad,2025-10-12,Micro,Language Learning,True,0.19,3.9,262
